CustomerID,Tenure,MonthlyCharges,LoginFrequency,EngagementScore,SupportTickets,Churn
2096,68,4619,10,7,5,1
2097,43,3870,5,13,7,1
2098,23,1461,29,10,5,1
2099,42,717,10,63,0,0
2100,69,2370,9,49,1,0
2101,42,3000,4,68,5,1
2102,40,1334,14,48,1,0
2103,43,449,1,68,4,1
2104,68,4395,11,83,2,0
2105,14,3810,13,59,5,0
2106,26,1028,21,19,4,1
2107,39,3808,29,89,9,1
2108,6,1949,24,13,1,1
2109,23,1688,4,90,7,1
2110,40,2913,10,1,9,1
2111,15,1670,17,45,6,0
2112,48,2540,10,71,2,0
2113,2,1542,8,79,5,0
2114,34,4384,7,16,0,1
2115,71,2221,24,8,3,1
2116,61,4588,26,34,5,0
2117,20,4927,24,57,4,0
2118,16,4507,2,25,6,1
2119,54,2303,14,2,5,1
2120,70,884,28,85,5,0
2121,21,1645,28,99,3,0
2122,36,2252,11,58,7,1
2123,39,2272,1,16,5,1
2124,50,1421,6,52,7,1
2125,59,186,4,74,5,1
2126,13,248,11,40,9,1
2127,54,460,24,80,4,0
2128,25,4234,10,41,9,1
2129,23,4225,13,55,3,0
2130,34,4001,24,56,7,1
2131,25,309,12,34,6,0
2132,31,1013,2,14,5,1
2133,1,2363,14,59,2,0
2134,36,774,1,43,8,1
2135,46,1362,0,84,6,1
2136,64,1238,8,74,4,0
2137,9,1549,8,86,7,1
2138,42,2446,2,87,7,1
2139,15,2787,7,12,2,1
2140,63,3817,11,68,7,1
2141,11,2935,15,16,2,1
2142,30,548,12,88,2,0
2143,31,660,0,7,4,1
2144,38,478,29,37,2,0
2145,40,3666,20,77,9,1
2146,11,4053,11,22,8,1
2147,68,3610,26,74,8,1
2148,55,1611,10,53,7,1
2149,46,2723,20,73,5,0
2150,69,2182,24,80,9,1
2151,24,152,20,77,6,0
2152,65,531,20,46,4,0
2153,33,2301,25,20,1,1
2154,15,3577,1,81,2,1
2155,31,3301,1,15,9,1
2156,39,3193,15,99,8,1
2157,1,3525,25,11,1,1
2158,38,877,11,5,6,1
2159,67,2591,0,27,2,1
2160,43,4363,6,48,6,0
2161,62,168,18,89,9,1
2162,19,2756,6,77,0,0
2163,1,1764,19,68,6,0
2164,46,2762,28,9,5,1
2165,71,2398,5,5,1,1
2166,54,4942,6,78,5,0
2167,1,2520,15,43,6,0
2168,43,3644,8,16,5,1
2169,41,4681,1,57,6,1
2170,40,1520,10,42,5,0
2171,25,2082,22,31,0,0
2172,41,2815,10,10,3,1
2173,32,2113,13,36,3,0
2174,5,2794,5,81,3,0
2175,30,4839,0,86,5,1
2176,36,686,21,36,7,1
2177,36,3751,15,88,9,1
2178,49,1638,10,90,9,1
2179,31,4256,6,78,5,0
2180,48,603,28,80,3,0
2181,1,2087,12,88,0,0
2182,8,2633,17,67,2,0
2183,53,981,22,17,7,1
2184,10,1469,25,70,9,1
2185,25,1978,13,66,4,0
2186,52,3936,28,57,6,0
2187,15,166,25,45,5,0
2188,62,4096,6,86,7,1
2189,41,1754,21,35,0,0
2190,13,1305,10,41,7,1
2191,28,2380,1,37,4,1
2192,45,894,13,87,5,0
2193,1,3623,27,1,7,1
2194,55,1407,10,22,4,1
2195,65,2961,18,91,1,0
2196,17,3393,6,96,9,1
2197,18,1084,21,71,2,0
2198,60,1309,17,70,6,0
2199,38,2430,13,2,7,1
2200,40,2035,1,1,5,1
2201,44,4588,6,89,7,1
2202,71,4786,28,76,5,0
2203,24,1495,21,26,6,0
2204,31,3190,25,41,5,0
2205,64,950,29,64,6,0
2206,49,4433,19,50,4,0
2207,45,2246,4,95,2,1
2208,17,2122,8,31,8,1
2209,60,2190,22,70,3,0
2210,45,4067,0,42,5,1
2211,49,168,26,94,0,0
2212,18,204,18,75,0,0
2213,52,3364,0,88,1,1
2214,49,202,18,39,9,1
2215,7,3908,7,88,4,0
2216,67,2249,23,52,0,0
2217,36,148,14,52,9,1
2218,45,3734,28,3,2,1
2219,1,170,0,96,5,1
2220,39,780,1,29,3,1
2221,19,1686,25,27,7,1
2222,37,4332,3,33,1,1
2223,49,3906,11,70,4,0
2224,4,4737,14,87,3,0
2225,52,3307,21,38,3,0
2226,49,2027,8,10,0,1
2227,4,3981,15,96,9,1
2228,58,4176,19,64,5,0
2229,17,4950,8,22,4,1
2230,64,1222,8,4,6,1
2231,22,1911,21,62,6,0
2232,34,2556,11,57,6,0
2233,32,2009,12,64,9,1
2234,69,2022,28,52,8,1
2235,39,1539,23,88,1,0
2236,70,4320,16,69,8,1
2237,54,3003,19,42,6,0
2238,13,3287,19,1,4,1
2239,47,3140,26,59,9,1
2240,41,362,19,80,0,0
2241,18,4645,25,18,1,1
2242,62,3861,2,6,9,1
2243,36,4554,28,92,8,1
2244,59,1368,11,34,7,1
2245,32,1968,29,33,6,0
2246,31,858,15,88,2,0
2247,49,1465,7,81,2,0
2248,31,552,15,59,0,0
2249,21,1359,6,73,1,0
2250,7,441,24,48,7,1
2251,36,1857,2,88,3,1
2252,37,4280,6,40,6,0
2253,39,3053,5,65,4,0
2254,57,2187,11,96,0,0
2255,68,4341,5,44,0,0
2256,50,2415,3,13,9,1
2257,62,4547,11,75,7,1
2258,48,2399,15,22,2,1
2259,1,609,3,34,1,1
2260,66,1673,12,44,3,0
2261,22,1836,21,52,6,0
2262,22,218,14,24,5,1
2263,40,472,3,55,5,1
2264,61,3040,2,29,4,1
2265,3,367,29,77,6,0
2266,41,693,23,56,3,0
2267,44,1121,10,51,4,0
2268,60,1032,19,61,1,0
2269,67,4067,29,54,3,0
2270,51,644,11,70,6,0
2271,23,4729,2,73,8,1
2272,38,944,15,14,6,1
2273,14,1119,6,63,7,1
2274,16,4429,12,86,6,0
2275,47,1062,8,71,0,0
2276,39,4954,0,94,3,1
2277,55,4334,16,61,3,0
2278,28,168,1,96,8,1
2279,30,1618,27,76,8,1
2280,49,4620,15,42,9,1
2281,16,3254,14,82,0,0
2282,30,459,21,44,5,0
2283,52,1134,8,75,7,1
2284,50,3732,27,74,8,1
2285,65,3890,3,70,8,1
2286,14,1357,14,64,5,0
2287,53,3428,15,46,3,0
2288,60,2763,22,12,1,1
2289,35,790,27,21,0,1
2290,4,2556,0,50,4,1
2291,65,4157,23,91,9,1
2292,58,3010,7,28,2,0
2293,1,2119,15,11,8,1
2294,10,153,23,25,0,0
2295,39,2715,11,66,8,1
2296,18,4542,18,73,5,0
2297,14,2005,5,90,2,0
2298,43,3063,9,67,1,0
2299,53,1246,12,36,7,1
2300,10,681,7,83,3,0
2301,39,161,3,16,2,1
2302,26,1529,6,68,0,0
2303,58,4383,12,64,0,0
2304,52,3813,0,53,4,1
2305,70,630,13,25,8,1
2306,54,2248,8,76,0,0
2307,70,1253,15,82,0,0
2308,30,1436,10,53,6,0
2309,63,3750,28,55,3,0
2310,21,2765,3,98,9,1
2311,56,4614,16,85,6,0
2312,2,992,5,63,9,1
2313,63,3717,21,56,1,0
2314,55,1837,29,41,3,0
2315,11,292,5,56,3,0
2316,32,2194,20,46,1,0
2317,70,2846,29,50,4,0
2318,48,3860,2,44,2,1
2319,49,3137,9,92,5,0
2320,11,1732,4,10,1,1
2321,41,3006,21,62,9,1
2322,26,3805,22,79,8,1
2323,23,3098,17,53,2,0
2324,50,3566,12,64,2,0
2325,56,2844,13,8,8,1
2326,4,4532,2,44,6,1
2327,29,4182,2,16,5,1
2328,25,4451,2,90,4,1
2329,21,525,8,43,0,0
2330,66,1026,16,82,7,1
2331,10,3483,16,66,7,1
2332,12,1433,2,97,9,1
2333,22,1739,4,74,2,1
2334,59,1339,18,29,9,1
2335,65,687,27,97,4,0
2336,1,810,10,78,1,0
2337,43,1422,19,86,1,0
2338,35,1364,24,61,6,0
2339,67,110,14,61,3,0
2340,58,1752,2,52,3,1
2341,7,3895,20,30,7,1
2342,71,1222,9,32,3,0
2343,3,3894,17,9,1,1
2344,13,649,3,78,6,1
2345,5,2297,17,55,8,1
2346,1,1398,29,66,7,1
2347,35,328,25,55,0,0
2348,9,4101,14,59,4,0
2349,24,4919,28,93,0,0
2350,62,1769,3,82,6,1
2351,28,2954,3,22,3,1
2352,16,2666,8,14,7,1
2353,12,1666,26,24,7,1
2354,54,1321,4,95,8,1
2355,48,2389,19,1,8,1
2356,61,2686,18,37,7,1
2357,30,2539,18,69,6,0
2358,51,201,22,60,8,1
2359,70,2544,26,28,6,0
2360,39,545,16,14,6,1
2361,48,1981,9,98,6,0
2362,6,1939,7,46,5,0
2363,60,3998,7,88,9,1
2364,12,1676,21,59,1,0
2365,36,1765,21,27,5,0
2366,52,4980,6,35,8,1
2367,13,287,12,63,9,1
2368,36,237,14,72,5,0
2369,17,4151,28,80,0,0
2370,10,2908,15,73,1,0
2371,59,1932,27,49,8,1
2372,49,1152,2,98,6,1
2373,22,4063,21,29,1,0
2374,48,2797,8,5,8,1
2375,57,2987,3,31,8,1
2376,52,2361,9,58,9,1
2377,68,4073,10,47,1,0
2378,4,4591,24,23,5,1
2379,51,2714,10,28,7,1
2380,54,3148,28,75,6,0
2381,40,1133,20,59,0,0
2382,3,4314,16,67,9,1
2383,31,4817,5,71,0,0
2384,48,178,29,75,8,1
2385,66,568,22,35,6,0
2386,42,695,15,6,8,1
2387,57,3041,14,16,3,1
2388,42,1413,5,47,1,0
2389,45,4969,4,22,9,1
2390,34,2959,20,14,0,1
2391,55,4548,29,37,8,1
2392,16,2543,0,8,7,1
2393,28,709,3,66,2,1
2394,38,611,2,72,7,1
2395,6,473,17,17,1,1
2396,65,2090,24,24,8,1
2397,35,564,19,71,8,1
2398,43,2029,24,83,1,0
2399,45,4997,0,63,9,1
2400,43,3055,7,96,0,0
2401,45,3343,4,41,8,1
2402,53,2478,11,17,7,1
2403,58,2863,9,97,6,0
2404,3,3765,29,35,4,0
2405,65,1895,5,89,4,0
2406,50,2242,24,93,8,1
2407,32,2617,23,83,2,0
2408,32,1679,7,52,9,1
2409,42,409,11,47,9,1
2410,40,3144,8,78,1,0
2411,15,3197,13,18,6,1
2412,3,2647,10,60,1,0
2413,48,4537,20,1,0,1
2414,36,973,27,77,1,0
2415,51,226,19,68,9,1
2416,33,1660,3,97,6,1
2417,33,3825,16,37,5,0
2418,42,1523,28,38,6,0
2419,43,3934,7,59,6,0
2420,17,1617,29,12,3,1
2421,29,1414,24,73,9,1
2422,32,3802,10,17,5,1
2423,12,4074,28,11,7,1
2424,39,526,17,51,0,0
2425,17,3806,3,29,3,1
2426,57,2990,27,17,7,1
2427,10,2857,0,2,7,1
2428,65,2239,26,16,5,1
2429,27,2863,16,84,0,0
2430,3,2847,1,75,2,1
2431,39,3913,21,29,9,1
2432,31,4058,0,80,0,1
2433,54,2605,28,43,4,0
2434,32,189,15,18,9,1
2435,31,4171,2,81,9,1
2436,37,244,29,40,0,0
2437,16,3330,19,18,5,1
2438,22,2590,3,70,3,1
2439,48,3681,7,37,0,0
2440,45,4922,6,88,6,0
2441,5,1559,1,9,1,1
2442,67,1749,29,72,5,0
2443,44,707,3,18,5,1
2444,19,3841,7,61,9,1
2445,60,495,16,22,5,1
2446,30,3692,20,15,8,1
2447,10,815,6,1,3,1
2448,24,1202,15,59,7,1
2449,9,3342,16,87,2,0
2450,15,170,12,90,5,0
2451,48,4937,29,68,7,1
2452,38,1840,14,82,6,0
2453,42,4221,13,44,0,0
2454,31,682,6,28,0,0
2455,40,4617,8,34,5,0
2456,6,4364,5,63,8,1
2457,34,4487,11,48,0,0
2458,20,4683,19,49,4,0
2459,38,4223,19,81,2,0
2460,16,204,21,48,9,1
2461,13,2023,24,77,3,0
2462,65,1565,27,17,5,1
2463,1,159,19,3,1,1
2464,70,1901,18,48,8,1
2465,51,3467,13,53,5,0
2466,48,4782,7,87,0,0
2467,19,3241,15,49,7,1
2468,69,4781,14,44,1,0
2469,68,3632,5,95,9,1
2470,67,2440,25,2,2,1
2471,70,2450,18,86,3,0
2472,56,2362,27,33,9,1
2473,66,1715,27,35,3,0
2474,51,1656,13,36,0,0
2475,49,1758,1,29,5,1
2476,5,2888,14,38,0,0
2477,51,943,19,30,4,0
2478,57,2645,27,14,0,1
2479,39,2293,28,37,3,0
2480,11,4571,25,1,5,1
2481,25,1140,29,44,5,0
2482,40,4853,11,43,0,0
2483,59,2910,15,43,7,1
2484,56,2664,17,60,9,1
2485,1,1428,3,74,9,1
2486,39,635,29,42,6,0
2487,71,2396,29,17,1,1
2488,56,4364,20,81,8,1
2489,16,380,20,39,1,0
2490,50,1965,21,57,5,0
2491,56,4418,8,5,6,1
2492,7,3019,22,71,8,1
2493,33,3585,6,57,4,0
2494,30,2798,4,41,9,1
2495,20,2370,18,41,0,0
2496,29,4375,6,72,1,0
2497,42,3104,10,91,2,0
2498,25,1998,20,62,6,0
2499,11,2353,19,48,5,0
2500,70,2827,18,77,9,1
2501,16,4337,28,77,8,1
2502,47,2175,12,82,9,1
2503,30,4047,5,52,5,0
2504,45,3712,8,83,2,0
2505,20,4707,3,69,7,1
2506,45,4170,19,6,6,1
2507,13,1288,26,17,1,1
2508,50,1867,22,47,7,1
2509,32,3431,4,35,7,1
2510,54,1579,3,56,6,1
2511,3,1491,20,10,8,1
2512,70,2277,4,66,6,1
2513,23,1886,16,55,8,1
2514,43,2820,6,90,7,1
2515,3,3979,0,24,0,1
2516,21,867,13,49,2,0
2517,57,1759,10,4,6,1
2518,40,4813,3,50,9,1
2519,38,3735,18,71,1,0
2520,27,4937,22,39,8,1
2521,22,4697,9,6,2,1
2522,4,211,29,52,2,0
2523,63,4664,15,1,7,1
2524,29,4535,2,4,2,1
2525,10,4275,2,12,8,1
2526,55,3853,16,12,3,1
2527,2,1695,5,18,2,1
2528,29,3033,26,74,1,0
2529,7,1677,23,74,8,1
2530,45,4509,15,39,9,1
2531,68,619,12,43,2,0
2532,33,4454,29,41,9,1
2533,30,688,8,42,2,0
2534,70,3310,15,17,3,1
2535,13,3612,19,83,3,0
2536,16,2039,4,41,0,1
2537,17,4101,20,67,3,0
2538,24,3254,11,90,9,1
2539,16,405,15,23,7,1
2540,12,1259,5,78,2,0
2541,5,851,5,55,2,0
2542,25,2510,13,46,9,1
2543,38,2062,9,69,2,0
2544,64,1341,2,32,4,1
2545,61,2275,15,48,5,0
2546,50,1095,28,40,4,0
2547,12,1128,22,82,2,0
2548,1,4990,20,51,5,0
2549,48,862,0,12,9,1
2550,24,510,9,6,7,1
2551,13,2701,19,40,5,0
2552,57,2834,2,30,6,1
2553,29,4690,26,49,6,0
2554,36,3600,13,20,1,1
2555,9,4873,20,95,6,0
2556,17,3220,6,26,2,0
2557,7,1369,21,70,1,0
2558,22,940,16,64,0,0
2559,35,2907,0,24,6,1
2560,48,805,21,90,4,0
2561,46,506,28,15,3,1
2562,43,3326,25,35,3,0
2563,26,1285,3,42,8,1
2564,36,2011,3,89,6,1
2565,27,649,27,19,2,1
2566,54,4426,20,27,1,0
2567,67,770,18,71,5,0
2568,61,152,12,13,4,1
2569,53,4600,29,72,5,0
2570,50,4599,14,7,7,1
2571,37,3467,27,35,9,1
2572,61,3371,1,93,3,1
2573,48,4152,26,52,4,0
2574,70,1863,14,37,2,0
2575,35,1915,17,74,8,1
2576,62,1447,14,89,9,1
2577,33,2160,8,18,4,1
2578,48,1264,27,86,8,1
2579,19,315,15,96,7,1
2580,13,3666,3,72,6,1
2581,42,4753,28,36,0,0
2582,58,3737,8,19,5,1
2583,71,3820,2,96,7,1
2584,3,3547,20,60,0,0
2585,35,3114,8,24,3,1
2586,67,641,25,14,3,1
2587,15,908,27,79,9,1
2588,27,3573,12,50,0,0
2589,40,1149,8,42,3,0
2590,59,1556,1,94,1,1
2591,46,2731,26,76,1,0
2592,53,1603,17,52,8,1
2593,14,2704,0,84,4,1
2594,10,1227,6,58,6,0
2595,26,739,15,10,0,1
2596,48,365,23,89,4,0
2597,65,1385,2,50,7,1
2598,40,3855,5,96,3,0
2599,22,4141,23,98,2,0
2600,46,126,20,68,5,0
2601,45,1787,0,74,1,1
2602,69,4968,18,41,8,1
2603,68,839,22,7,2,1
2604,71,2650,21,63,5,0
2605,36,2052,19,66,9,1
2606,35,4153,26,21,3,1
2607,25,2929,29,27,1,0
2608,62,2019,13,43,2,0
2609,21,1413,12,99,8,1
2610,59,256,13,34,5,0
2611,56,2494,28,65,5,0
2612,16,158,24,38,0,0
2613,42,1692,2,65,9,1
2614,64,1426,5,12,2,1
2615,28,3574,12,59,7,1
2616,61,370,13,30,2,0
2617,23,4756,10,84,7,1
2618,35,2777,16,52,9,1
2619,56,734,3,41,5,1
2620,8,4818,25,24,5,1
2621,38,1076,0,36,2,1
2622,1,1448,10,46,2,0
2623,64,3705,17,37,0,0
2624,58,3877,22,76,6,0
2625,65,3957,22,88,0,0
2626,40,3392,20,21,9,1
2627,15,1900,6,39,0,0
2628,23,2512,14,8,9,1
2629,27,4933,28,44,9,1
2630,16,2855,10,2,2,1
2631,27,525,4,19,1,1
2632,50,4497,9,84,1,0
2633,33,1834,21,52,9,1
2634,26,160,8,18,9,1
2635,53,1194,11,27,1,0
2636,61,2619,16,50,9,1
2637,6,2972,0,76,5,1
2638,47,2799,11,49,3,0
2639,65,1974,6,20,8,1
2640,11,710,2,79,9,1
2641,2,1583,21,51,9,1
2642,57,690,21,41,5,0
2643,57,4742,11,82,9,1
2644,22,2371,7,86,3,0
2645,38,2808,15,6,5,1
2646,15,4201,9,9,0,1
2647,15,2859,20,26,4,0
2648,50,405,8,44,8,1
2649,46,3548,11,52,2,0
2650,31,4679,8,51,9,1
2651,59,1023,28,46,5,0
2652,63,4159,25,50,4,0
2653,43,3865,15,5,9,1
2654,19,3358,8,42,3,0
2655,59,233,0,98,0,1
2656,13,1480,4,39,5,1
2657,29,3717,11,79,1,0
2658,46,3225,24,16,4,1
2659,50,3687,5,57,1,0
2660,23,2990,19,54,9,1
2661,57,3048,4,6,5,1
2662,39,4169,10,62,6,0
2663,12,982,28,98,9,1
2664,20,2687,12,74,7,1
2665,51,2462,17,64,7,1
2666,41,3260,22,51,3,0
2667,60,2624,27,3,9,1
2668,3,404,0,57,5,1
2669,9,881,28,93,2,0
2670,30,1261,29,33,5,0
2671,11,1497,24,92,6,0
2672,64,4557,22,44,2,0
2673,14,2956,26,5,3,1
2674,36,2790,25,80,5,0
2675,62,173,2,77,4,1
2676,28,496,14,91,6,0
2677,6,1578,25,78,5,0
2678,49,1585,25,88,3,0
2679,37,2354,23,91,3,0
2680,68,2085,1,82,7,1
2681,7,1106,6,42,8,1
2682,39,1653,5,82,6,0
2683,19,4934,7,88,5,0
2684,54,1981,29,77,9,1
2685,16,463,15,2,6,1
2686,53,4366,29,42,9,1
2687,47,2337,15,12,1,1
2688,54,3897,13,28,7,1
2689,4,3551,3,3,9,1
2690,25,1666,7,71,9,1
2691,44,604,12,44,1,0
2692,26,4475,11,76,1,0
2693,27,195,26,99,1,0
2694,2,3787,22,17,6,1
2695,7,3261,22,50,7,1
2696,19,2830,4,17,1,1
2697,35,895,3,28,4,1
2698,32,1635,26,44,4,0
2699,44,1082,7,17,6,1
2700,52,402,9,73,5,0
2701,37,629,29,13,6,1
2702,9,3288,1,22,1,1
2703,3,4463,14,48,5,0
2704,20,4552,0,78,5,1
2705,63,2083,16,66,0,0
2706,26,4701,9,88,0,0
2707,36,674,24,90,8,1
2708,63,3023,25,5,4,1
2709,71,333,28,26,3,0
2710,48,2874,10,72,4,0
2711,32,3644,27,7,8,1
2712,34,1134,25,41,2,0
2713,44,4492,0,68,7,1
2714,10,4499,0,16,4,1
2715,57,1592,5,41,8,1
2716,47,2047,16,71,8,1
2717,38,1239,5,7,3,1
2718,37,3286,13,5,6,1
2719,11,784,11,53,8,1
2720,51,1346,11,13,3,1
2721,20,2295,25,48,0,0
2722,46,3113,1,79,1,1
2723,35,1174,7,61,4,0
2724,36,1728,7,30,5,0
2725,8,4279,13,50,3,0
2726,2,4109,21,23,4,1
2727,4,2121,17,69,8,1
2728,47,2429,8,56,3,0
2729,62,2481,22,89,3,0
2730,7,1783,5,69,1,0
2731,4,2278,24,72,2,0
2732,9,187,15,23,2,1
2733,37,2773,29,14,4,1
2734,49,1076,25,68,9,1
2735,15,757,10,81,1,0
2736,16,4136,19,29,7,1
2737,49,536,16,25,7,1
2738,44,397,6,86,8,1
2739,44,3240,11,83,4,0
2740,58,4190,21,49,5,0
2741,68,962,15,61,7,1
2742,47,4649,20,63,7,1
2743,51,854,29,73,5,0
2744,3,2509,25,7,5,1
2745,1,4706,19,33,8,1
2746,59,2917,11,85,7,1
2747,19,2938,16,50,7,1
2748,46,3791,9,59,3,0
2749,66,4044,22,64,5,0
2750,28,2424,17,16,9,1
2751,59,3266,1,10,3,1
2752,21,3908,18,55,1,0
2753,44,368,13,54,9,1
2754,12,4212,27,81,8,1
2755,47,4895,1,52,5,1
2756,38,3171,5,59,5,0
2757,41,4004,3,69,6,1
2758,7,298,15,31,1,0
2759,45,3676,15,90,0,0
2760,31,3585,0,37,4,1
2761,59,4785,7,93,3,0
2762,34,4110,26,37,9,1
2763,66,1953,13,70,7,1
2764,22,404,24,87,7,1
2765,58,4603,4,2,2,1
2766,1,3513,19,77,0,0
2767,68,645,13,59,6,0
2768,16,374,16,82,4,0
2769,71,1129,5,34,5,0
2770,4,3161,0,80,2,1
2771,48,3490,2,9,2,1
2772,43,1107,17,86,4,0
2773,2,2996,0,83,0,1
2774,48,562,6,8,2,1
2775,17,1916,21,85,8,1
2776,69,1140,11,99,8,1
2777,22,3652,14,52,2,0
2778,62,4912,0,48,5,1
2779,30,2073,13,89,1,0
2780,45,3328,22,51,7,1
2781,67,4489,17,29,4,0
2782,35,1763,20,33,0,0
2783,39,3834,16,21,8,1
2784,11,2312,27,36,2,0
2785,22,446,7,45,8,1
2786,17,4743,10,31,8,1
2787,8,3356,9,40,4,0
2788,54,868,0,99,1,1
2789,54,3370,26,47,9,1
2790,68,3486,27,31,2,0
2791,13,3841,25,42,5,0
2792,29,1194,19,64,9,1
2793,14,2304,5,16,4,1
2794,62,2059,2,24,9,1
2795,7,2890,9,37,9,1
2796,58,734,19,41,9,1
2797,46,4295,22,93,1,0
2798,62,3673,23,88,6,0
2799,52,2686,29,10,6,1
2800,7,844,1,82,6,1
2801,58,1374,28,32,7,1
2802,41,4461,1,85,0,1
2803,8,2462,19,87,9,1
2804,5,4924,3,57,1,1
2805,8,3755,24,39,9,1
2806,19,3178,16,70,0,0
2807,52,2753,9,83,4,0
2808,3,3179,17,26,8,1
2809,47,4262,15,25,5,0
2810,19,3014,19,97,5,0
2811,30,3150,2,63,2,1
2812,36,1428,20,37,5,0
2813,12,280,14,61,2,0
2814,53,4438,19,32,1,0
2815,38,3186,7,15,5,1
2816,70,2048,11,67,4,0
2817,25,1988,22,19,7,1
2818,70,1686,22,84,6,0
2819,30,1635,13,45,2,0
2820,25,4316,11,2,7,1
2821,43,4229,13,47,3,0
2822,11,4544,9,1,0,1
2823,66,142,11,87,5,0
2824,54,1611,26,6,6,1
2825,21,4255,28,2,2,1
2826,14,3887,17,35,4,0
2827,27,2935,10,63,3,0
2828,7,1657,15,10,1,1
2829,32,3983,8,4,8,1
2830,50,2287,15,2,2,1
2831,66,2941,0,23,2,1
2832,55,2360,2,42,9,1
2833,1,3469,3,5,8,1
2834,51,4495,27,47,9,1
2835,38,551,24,24,5,1
2836,71,2388,12,29,4,0
2837,21,3518,4,34,0,1
2838,55,1631,13,75,0,0
2839,16,3487,24,41,8,1
2840,46,3142,12,16,0,1
2841,30,207,17,25,4,0
2842,71,2408,1,69,6,1
2843,15,1862,10,99,3,0
2844,14,3745,29,72,4,0
2845,48,3692,14,68,6,0
2846,44,458,22,93,8,1
2847,63,4063,7,55,0,0
2848,26,1407,0,64,9,1
2849,26,4216,7,71,2,0
2850,43,290,21,11,2,1
2851,62,4544,11,32,3,0
2852,45,915,11,21,3,1
2853,45,727,1,45,4,1
2854,54,3743,11,66,0,0
2855,33,4436,9,30,1,0
2856,29,1801,25,40,2,0
2857,6,1253,11,31,3,0
2858,21,156,25,77,5,0
2859,62,3010,29,13,6,1
2860,8,2157,29,60,6,0
2861,52,2496,29,20,2,1
2862,51,2518,8,81,8,1
2863,22,2975,10,12,3,1
2864,10,4336,17,90,6,0
2865,12,4474,25,10,0,1
2866,68,1753,2,21,1,1
2867,36,2491,14,81,3,0
2868,38,425,16,83,1,0
2869,42,3323,8,10,1,1
2870,10,4839,0,65,9,1
2871,16,4506,6,3,8,1
2872,30,2820,11,18,6,1
2873,53,2424,20,59,6,0
2874,26,2714,7,93,6,0
2875,38,1685,28,20,1,1
2876,16,2426,14,97,3,0
2877,23,2998,11,97,0,0
2878,37,3788,0,30,7,1
2879,46,3064,6,38,0,0
2880,67,4301,6,5,6,1
2881,4,337,7,19,5,1
2882,59,3668,15,78,1,0
2883,17,4511,0,35,4,1
2884,33,1856,15,5,2,1
2885,63,3475,27,21,4,1
2886,7,3109,29,34,9,1
2887,38,4684,7,59,1,0
2888,3,2310,6,80,3,0
2889,46,2835,14,62,9,1
2890,14,3280,19,77,2,0
2891,42,3667,28,84,7,1
2892,34,3917,2,4,3,1
2893,4,248,25,54,6,0
2894,5,3696,25,78,9,1
2895,31,180,16,39,9,1
2896,66,2217,9,78,8,1
2897,70,4666,15,76,4,0
2898,37,3516,3,86,3,1
2899,66,3950,5,75,8,1
2900,57,4629,5,28,0,0
2901,71,2795,9,41,9,1
2902,17,1461,22,28,5,0
2903,43,1984,26,27,1,0
2904,58,1890,22,24,3,1
2905,6,318,19,46,7,1
2906,30,3238,29,51,1,0
2907,70,890,2,89,7,1
2908,42,1222,4,59,5,1
2909,52,2722,9,4,7,1
2910,47,4639,27,90,2,0
2911,59,3375,15,56,0,0
2912,40,214,6,9,4,1
2913,16,2925,8,91,9,1
2914,53,4817,26,25,1,0
2915,57,1135,0,67,3,1
2916,26,1123,26,6,1,1
2917,37,4459,9,24,7,1
2918,5,4029,24,38,5,0
2919,12,3804,3,61,6,1
2920,43,1766,2,69,4,1
2921,23,1577,12,21,7,1
2922,29,4469,27,41,1,0
2923,57,1098,29,67,5,0
2924,33,2830,10,68,6,0
2925,59,3138,12,93,6,0
2926,69,3702,29,78,5,0
2927,67,1584,17,73,8,1
2928,23,4482,8,61,8,1
2929,3,4878,26,20,2,1
2930,2,746,26,62,8,1
2931,34,4792,14,95,9,1
2932,8,4065,2,79,5,1
2933,64,4265,20,46,8,1
2934,70,4082,12,23,0,1
2935,6,2102,3,67,0,1
2936,43,2654,24,51,8,1
2937,16,3507,29,5,2,1
2938,36,2650,4,25,6,1
2939,47,627,15,37,4,0
2940,24,955,29,69,2,0
2941,21,768,19,58,9,1
2942,5,2864,4,20,2,1
2943,24,1455,19,77,3,0
2944,26,2952,15,74,0,0
2945,47,1688,16,90,8,1
2946,32,4119,18,90,9,1
2947,26,577,20,81,9,1
2948,19,3189,2,67,1,1
2949,12,436,9,63,2,0
2950,54,4019,16,98,1,0
2951,46,2051,9,13,1,1
2952,7,748,3,48,4,1
2953,21,150,23,16,3,1
2954,6,2058,23,5,8,1
2955,68,2522,12,69,0,0
2956,12,2542,7,80,9,1
2957,45,4281,26,29,0,0
2958,45,1965,8,98,1,0
2959,27,1427,10,18,9,1
2960,57,4918,11,12,5,1
2961,54,454,7,9,8,1
2962,38,3046,2,38,7,1
2963,47,2424,24,39,8,1
2964,12,3984,11,61,6,0
2965,65,3284,23,98,7,1
2966,57,2686,23,67,9,1
2967,23,4510,5,58,8,1
2968,57,4528,9,72,0,0
2969,37,1550,0,71,0,1
2970,51,3116,8,91,7,1
2971,32,157,8,87,9,1
2972,24,2786,12,38,9,1
2973,29,1934,27,91,4,0
2974,1,4961,18,71,1,0
2975,40,3181,20,46,5,0
2976,62,4203,19,25,7,1
2977,33,755,20,3,5,1
